Deal Type,Announce Date,Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target Industry Sector,Completion/Termination Date
M&A,2020-12-16,RYC Alimentos SA de CV,Industrias Bachoco SAB de CV,,,Undisclosed, ,Completed,Consumer Staples,2022-01-25
M&A,2021-09-16,MT Falcon Holdings Co SAPI de CV,Actis LLP,Mitsui & Co Ltd,,Cash, ,Completed,Utilities,2022-11-10
M&A,2021-09-21,Renewable energy business/Mexico,China Three Gorges Corp,X-Elio Energy SL,,Cash, ,Withdrawn,Energy,2022-03-31
M&A,2022-02-08,Premier Loyalty & Marketing SAPI de CV,Grupo Aeromexico SAB de CV,Aimia Inc,,Undisclosed, ,Completed,Consumer Discretionary,2022-07-16
M&A,2022-02-09,Aspel de Mexico SA de CV,Siigo SA,,,Undisclosed, ,Completed,Technology,2022-02-09
M&A,2022-10-03,"Odontored Seguros Dentales SA de CV,OPREV Administradora SA de CV",Odontoprev SA,,,Undisclosed, ,Completed,"Financials, Financials",2022-10-03
M&A,2022-10-11,Sensai Metrics Inc,Aplaz SA de CV,,,Undisclosed, ,Completed,Technology,2022-10-11
M&A,2022-10-05,Organizacion Clinica America,Auna SAA,,,Undisclosed, ,Completed,Health Care,2022-10-05
M&A,2022-10-17,Delta Conectores SA de CV,Preformed Line Products Co,,,Undisclosed, ,Completed,Industrials,2022-10-17
M&A,2022-11-07,ERN Evaluacion de Riesgos Naturales y Antropogenicos SA de CV,Aon PLC,,,Undisclosed, ,Completed,Financials,2022-11-01
M&A,2022-11-08,Net Pay SAPI De CV,Fomento Economico Mexicano SAB de CV,,,Undisclosed, ,Completed,Technology,2022-11-10
M&A,2022-11-07,Ciclo Combinado Tierra Mojada S de RL de CV,Saavi Energia S de RL de CV,,,Undisclosed, ,Completed,Utilities,2022-11-07
M&A,2022-11-15,Another Co Mexico SC,SEC Newgate SpA,,,Undisclosed, ,Completed,Technology,2022-11-15
M&A,2022-08-08,Neoris NV,Advent International Corp,Cemex SAB de CV,,Cash, ,Completed,Financials,2022-12-25
M&A,2022-08-17,Pocket of Latin America SAPI de CV,Kushki SA,Axon Partners Group SL,,Cash, ,Completed,Technology,2022-08-17
M&A,2022-08-25,Ictineo Plataforma SA de CV SFP,Banco Bradesco BBI SA,,,Undisclosed, ,Completed,Financials,2022-08-25
M&A,2022-08-30,Thunder Hawk Field/Mexico,Helix Energy Solutions Group Inc,Murphy Oil Corp,,Cash, ,Completed,Energy,2022-08-30
M&A,2022-10-25,Ostrea Solutions SA de CV,Yaydoo SAPI de CV,"Unknown Seller,ULU Ventures LLC (Fund: Ulu Ventures Fund II LP),FJ Labs Inc (Fund: FJ Labs 5 VC LP),Redpoint eVentures LP (Fund: RPeV 2 LP),SV Latam Capital LLC,Fintech Collective Inc (Fund: Fintech Collective SL4 LLC),Monashees Gestao de Investimentos Ltda (Fund: Monashees IX LP),S7 Ventures...",,Cash, ,Completed,Technology,2022-10-25
M&A,2022-12-15,Tienda de Descuento Arteli SA de CV,Grupo Comercial Chedraui SA de CV,,,Undisclosed, ,Completed,Consumer Staples,2022-12-15
M&A,2022-12-16,Elevadores Ev Internacional SA De CV,Fujitec Co Ltd,,,Undisclosed, ,Completed,Industrials,2022-12-06
M&A,2022-12-19,La Loma gold property/Durango,Southern Empire Resources Corp,,,Cash, ,Completed,Materials,2022-12-19
M&A,2022-12-20,"SecurCapital Corp,Xcell Logistics Services Inc",BIG Logistics LLC,,,Undisclosed, ,Completed,"Financials, Industrials",2022-12-20
M&A,2022-12-20,"Ruby Canyon Environmental Inc,Ruby Canyon Mexico SA de CV",TUV SUD America Inc,,,Undisclosed, ,Completed,"Consumer Discretionary, Consumer Discretionary",2022-12-20
M&A,2022-12-22,300 MW solar plant/Jalisco,Zuma Energia SA de CV,Fotowatio Renewable Ventures BV/Spain,,Cash, ,Completed,Energy,2022-12-22
M&A,2021-11-09,Los Santos Solar I,MPC Energy Solutions NV,,,Cash, ,Completed,Energy,2022-02-07
M&A,2021-12-08,DM Color Mexicana SA de CV,Ascend Performance Materials Holdings Inc,"Dainichiseika Color & Chemicals Manufacturing Co Ltd,Mitsubishi Corp (Fund: Marunouchi Capital Fund 1)",,Cash, ,Pending,Industrials,2022-06-30
M&A,2022-03-15,Xanor de Mexico SA de CV,Harbour Group Industries Inc,,,Undisclosed, ,Completed,Industrials,2022-03-15
M&A,2022-05-16,Roca Acero SA de CV,Steel Dynamics Inc,,,Cash, ,Completed,Industrials,2022-10-04
M&A,2022-06-10,RNP Mexico SA,Epiroc AB,,,Undisclosed, ,Completed,Industrials,2022-08-02
M&A,2022-06-14,Listopro SAPI de CV,Revelo Talent Corp,,,Undisclosed, ,Completed,Communications,2022-06-14
M&A,2022-06-20,Industrial site/Hermosillo,Latecoere SACA,FIGEAC-AERO,,Cash, ,Pending,Industrials,2022-12-31
M&A,2022-06-30,FluidMind Consulting LLC,N2Growth Inc,,,Undisclosed, ,Completed,Communications,2022-06-30
M&A,2022-04-12,"Supercap Srl,Corchomex SA de CV",Enoflex SpA,,,Undisclosed, ,Completed,"Materials, Materials",2022-04-12
M&A,2022-04-21,CXTeam SC,Project Metal Parent LLC,,,Undisclosed, ,Completed,Industrials,2022-04-21
M&A,2022-04-21,Cloudco SA de CV,Valtech SE,,,Undisclosed, ,Completed,Technology,2022-04-21
M&A,2022-07-21,Polimeros Especiales SA de CV,Arkema SA,,,Undisclosed, ,Completed,Materials,2022-09-01
M&A,2022-07-11,Commute Technologies SAPI de CV,Swvl Holdings Corp,"Unknown Seller,Angel Ventures Mexico (Fund: Angel Ventures Pacific Alliance Fund),Mountain Nazca LLC,Dila Capital (Fund: DILA Capital III),Kaszek Ventures (Fund: Kaszek Ventures IV LP)",,Undisclosed, ,Completed,Industrials,2022-07-13
M&A,2022-07-05,Century-old business/Mexico,Elis SA,,,Undisclosed, ,Completed,Real Estate,2022-07-05
M&A,2022-07-13,Urbvan Mobility Ltd,Swvl Inc,,,Undisclosed, ,Completed,Technology,2022-07-13
M&A,2022-07-14,Coil coating operation/Almexa Aluminio SA de CV,Shadowbriar Capital Partners LLC,Grupo Vasconia SAB,,Cash, ,Completed,Materials,2022-07-14
M&A,2022-07-14,Coil coating assets,Vorteq Coil Finishers LLC,Almexa SA de CV,,Cash, ,Completed,Industrials,2022-07-14
M&A,2022-07-25,Calomex,BMS Group Ltd,,,Undisclosed, ,Completed,Financials,2022-07-25
M&A,2022-08-01,Mexico manufacturing operations,Cornerstone Capital Holdings LLC,Sequa Corp,,Cash, ,Completed,Industrials,2022-08-01
M&A,2022-09-08,Hunter Manufactura SA de CV,Delta Plus Group,,,Undisclosed, ,Completed,Consumer Discretionary,2022-09-08
M&A,2022-09-09,New Transport Applications SA de CV,Deutsche Post AG,,,Undisclosed, ,Completed,Industrials,2022-09-09
M&A,2022-09-14,DISH Mexico S de RL de CV,MVS Comunicaciones SA,EchoStar Corp,,Undisclosed, ,Completed,Communications,2022-09-14
M&A,2022-09-14,Grupo Bajo Cero SA de CV,Emergent Cold LatAm Management LLC,,,Undisclosed, ,Completed,Consumer Staples,2022-09-14
M&A,2022-09-22,Portfolio of 2 claims/Mexico,Vizsla Silver Corp,,,Cash, ,Completed,Materials,2022-09-22
M&A,2022-09-26,Ebay Classifieds Mexico S de RL de CV,Navent Group Ltd,"Unknown Seller,Adevinta ASA",,Undisclosed, ,Completed,Communications,2022-09-26
M&A,2022-09-28,Red Basin Uranium Project/New Mexico,American Future Fuel Corp,,,Cash, ,Completed,Industrials,2022-09-28
M&A,2022-08-03,Yaydoo SAPI de CV,PayStand Inc,"LEAP Global Partners (Fund: Leap Global Partners Fund I),Base10 Partners Management LLC (Fund: Base10 Partners II LP),Monashees Gestao de Investimentos Ltda (Fund: Monashees Expansion LP),SoftBank Group Corp (Fund: SoftBank Latin America Fund LP)",,Cash, ,Completed,Technology,2022-08-03
M&A,2022-08-03,Soccerly SAPI de CV,Playmaker Capital Inc,,,Undisclosed, ,Completed,Consumer Discretionary,2022-08-03
M&A,2022-08-03,Westin Resort & Spa/The,Black Creek Mexico LLC,Marriott Vacations Worldwide Corp,,Undisclosed, ,Completed,Real Estate,2022-08-03
M&A,2022-08-04,Hexagon Data SAPI de CV,Vass Consultoria de Sistemas SL,,,Undisclosed, ,Completed,Technology,2022-08-04
M&A,2022-08-15,La Verdad epithermal gold-silver project/Durango,Orogen Royalties Inc,,,Cash, ,Completed,Materials,2022-08-15
M&A,2022-08-25,Ictineo Capital,Banco Bradesco SA,,,Undisclosed, ,Completed,Financials,2022-08-25
