Deal Type,Announce Date,Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target Industry Sector,Completion/Termination Date
M&A,2023-07-31,Cozamin Copper-Silver mine/Zacatecas City,Gold Royalty Corp,Endeavour Silver Corp,7.5,Cash, ,Completed,Materials,2023-08-31
M&A,2023-05-02,Magistral Project/Mexico,Co Minera de Atocha SA de CV,Tarachi Gold Corp,5.7,Cash, ,Pending,Materials,2023-05-17
M&A,2023-05-15,Consolid Mexico SA de CV,Mondee Holdings Inc,,5.2,Cash, ,Completed,Consumer Discretionary,2023-05-12
M&A,2022-12-23,1 silver stream/Mexico,Metalla Royalty & Streaming Ltd,Alamos Gold Inc,4.94,Stock, ,Completed,Materials,2023-02-24
M&A,2020-12-04,Santa Maria mine,Fabled Silver Gold Corp,Golden Minerals Co,4.0,Cash and Stock, ,Terminated,N.A.,2023-02-22
M&A,2020-12-17,Guadalupe y Calvo/Mexico,Ridgestone Mining Inc,Endeavour Silver Corp,3.25,Cash and Stock, ,Terminated,Materials,2023-08-16
M&A,2022-10-25,102.87 sq mt La Reyna Property/Nayarit,Angel Wing Metals Inc,,0.7,Cash, ,Completed,Industrials,2023-02-24
M&A,2023-02-15,Broadway Precision Tech SA de CV,Shanghai Yongli Belting Co Ltd,,0.0,Cash, ,Completed,Industrials,2023-05-05
M&A,2023-08-28,"Mgm Transformer Co,TC Electrical Steel,Industrias Continental Electric SA de CV",Neos Partners LP,,,Cash, ,Completed,"Industrials, Materials, Industrials",2023-08-28
M&A,2023-08-31,"Ingenio Presidente Benito Juarez SA de CV,Impulsora Agricola Ganadera Y Comercial S De RL de CV",Ingenios Santos SA de CV,,,Undisclosed, ,Completed,"Consumer Staples, Consumer Staples",2023-08-31
M&A,2023-05-03,Proteccion Anticorrosiva de Cuautitlan SA de CV,Holcim AG,,,Undisclosed, ,Completed,Materials,2023-05-03
M&A,2023-05-23,4 scenic beachfront resorts/Mexico,Holiday Inn Club Vacations Inc,Royal Resorts,,Cash, ,Completed,Real Estate,2023-05-23
M&A,2023-05-25,Okila SA de CV,Grupo Tracsa SA de CV,,,Undisclosed, ,Completed,Industrials,2023-05-25
M&A,2023-03-10,Medios de Clasificados S de RL de CV,LIFULL Co Ltd,EMPG Classifieds Asia Holdings Ltd,,Undisclosed, ,Completed,Real Estate,2023-03-10
M&A,2023-03-13,Ferreteria Indar SA de CV,Holcim AG,,,Undisclosed, ,Completed,Consumer Discretionary,2023-03-13
M&A,2023-03-16,Plomo Gold property/Sonora,Colibri Resources Corp,,,Cash, ,Completed,Materials,2023-03-16
M&A,2023-03-08,Grupo Lucalza,RelaDyne Inc,,,Undisclosed, ,Completed,Energy,2023-03-08
M&A,2023-03-31,Leuffer Mining Group,ReoStar Energy Corp,,,Undisclosed, ,Completed,Materials,2023-03-31
M&A,2023-03-21,"Service & Support in Information Technology SA de CV,Facture SAS,Indicium Solutions SA de CV",Accel-KKR Co LLC,,,Cash, ,Completed,"Communications, Technology, Technology",2023-03-21
M&A,2023-03-31,Hokchi block/Hokchi Energy SA de CV,Wintershall Dea GmbH,Hokchi Energy SA de CV,,Cash, ,Completed,Energy,2023-03-31
M&A,2023-02-07,Aguascalien3D,GamesPad,,,Undisclosed, ,Completed,Communications,2023-02-07
M&A,2023-02-08,Qualianz,Emergent Cold LatAm Management LLC,,,Undisclosed, ,Completed,Industrials,2023-02-08
M&A,2023-02-13,Diamante Gold & Silver Project/Sonora,Silver Spruce Resources Inc,,,Cash, ,Completed,Industrials,2023-02-13
M&A,2023-02-23,Perfectomundo Inc,EARI Beverage Group,,,Undisclosed, ,Completed,Consumer Staples,2023-02-23
M&A,2023-02-01,Dentegra Seguros Dentales SA,Auna SAA,,,Undisclosed, ,Completed,Health Care,2023-02-01
M&A,2023-01-03,Grupo Valoreo SA de CV,Razor Group GmbH,"Catterton Partners Corp,Angel Ventures Mexico,FJ Labs Inc,Unknown Seller,Kingsway Capital Partners Ltd,Upper90 Capital Management LLC,Presight Capital Ltd",,Cash, ,Completed,Consumer Discretionary,2023-01-03
M&A,2023-01-16,Portfolio of EVM Energia/Mexico City,Valia Energia,,,Undisclosed, ,Completed,Energy,2023-07-17
M&A,2023-04-03,Plomosas Silver Deposits,IMPACT Silver Corp,,,Cash, ,Completed,Materials,2023-04-03
M&A,2023-04-05,Manufacturing Facility/Mexico,Plaskolite LLC,Trinseo PLC,,Cash, ,Completed,Industrials,2023-05-08
M&A,2023-04-05,Oil Test International Mexico SA DE CV,AmSpec LLC,,,Undisclosed, ,Completed,Energy,2023-04-05
M&A,2023-10-24,Mnemo Evolution & Integration Services Mexico SAPI de CV,Accenture PLC,,,Undisclosed, ,Completed,Industrials,2023-10-24
M&A,2023-07-24,Advance Real Estate LP,Walton Street Capital LLC,,,Cash, ,Completed,Real Estate,2023-07-24
M&A,2023-08-01,Ozmaq SA de CV,General de Alquiler de Maquinaria SA,,,Undisclosed, ,Completed,Industrials,2023-08-01
M&A,2023-06-12,AMI Automation,Resonac Holdings Corp,,,Undisclosed, ,Pending,Industrials,2023-09-30
M&A,2023-06-05,Infraestructura Concesionada de Irapuato,Orion Fibra E,,,Undisclosed, ,Completed,Consumer Discretionary,2023-06-05
M&A,2023-06-15,C&A Mexico S de RL,"Grupo Alfar SA de CV,Cofra Holding AG",Grupo Axo SAPI de CV,,Undisclosed, ,Completed,Consumer Discretionary,2023-11-28
M&A,2023-11-07,Sistemas CASA SA de CV,WiseTech Global Ltd,,,Undisclosed, ,Completed,Technology,2023-11-07
M&A,2023-11-07,Suministro de Especialidades SA de CV,Formerra LLC,,,Undisclosed, ,Completed,Materials,2023-11-07
M&A,2023-11-08,Centennial Tower Operations/Mexico,MXT Holdings,Centennial Towers Holding LP,,Cash, ,Completed,Communications,2023-11-08
M&A,2023-11-13,Vidrio Formas SA de CV,BA Glass BV,,,Undisclosed, ,Completed,Materials,2023-11-13
M&A,2023-11-28,FLINK SAPI de CV,Webull Financial LLC,"Raptor Capital Management LP (Fund: Raptor Ventures I LP),Antoni & Lelo de Larrea Venture Partners (Fund: Venture Innovation Fund II LP),Clocktower Technology Ventures LLC (Fund: Clocktower Technologies II LP),Lightspeed Management Co LLC (Fund: Lightspeed Opportunity Fund LP),Mantis Venture ...",,Cash, ,Completed,Technology,2023-11-28
M&A,2023-12-05,Santa Maria gold silver property/Chihuahua State,Transformaciones Y Servicios SL,Golden Sky Minerals Corp,,Cash, ,Completed,Materials,2023-12-05
M&A,2023-12-18,Gus Servicios Tecnologicos Sapi DE CV,Blip LLC,,,Undisclosed, ,Completed,Technology,2023-12-18
M&A,2023-12-21,Royal Islander Cancun Resort/Mexico,Black Creek Mexico LLC,,,Cash, ,Completed,Consumer Discretionary,2023-12-21
M&A,2023-12-22,Rail Ferry Vessel Holdings LLC,GMexico Transportes SAB de CV,,,Undisclosed, ,Completed,Financials,2023-12-22
M&A,2023-09-06,"WKAQ AM/TelevisaUnivision Inc,KQ105 FM/TelevisaUnivision Inc",Gato Investments LP,TelevisaUnivision Inc,,Undisclosed, ,Completed,"Communications, Communications",2023-09-06
M&A,2023-09-13,Commute Technologies SAPI de CV,Nexbus Digital SAPI de CV,Swvl Holdings Corp,,Undisclosed, ,Completed,Industrials,2023-09-13
M&A,2023-09-29,Marriott Puerto Vallarta Resort & Spa/Marriott International Inc,Black Creek Mexico LLC,Marriott International Inc/MD,,Cash, ,Completed,Real Estate,2023-09-29
M&A,2023-08-11,Deutsche Bank Mexico Operations/Deutsche bank Ag,Citibank NA,Deutsche Bank AG,,Cash, ,Completed,Financials,2023-08-11
M&A,2023-08-21,Radial Llantas SA de CV,Marubeni Corp,,,Undisclosed, ,Completed,Consumer Discretionary,2023-08-21
M&A,2023-08-08,Foli de Mexico SA de CV,Green Packaging Asia US Ltd,,,Undisclosed, ,Completed,Industrials,2023-08-08
M&A,2023-08-28,Alternativas en Riesgos Agente de Seguros y de Fianzas SA de CV,Sekura Controladora SAPI de CV,,,Undisclosed, ,Completed,Financials,2023-08-28
M&A,2022-10-24,Hokchi shallow-water block/Hokchi Energy SA de CV,BASF SE,Pan American Energy Corp,,Cash, ,Completed,Energy,2023-03-31
M&A,2023-08-08,Happy Days Cards SA de CV,Intelligence in Finance SAPI de CV,,,Undisclosed, ,Completed,Technology,2023-08-08
M&A,2022-05-17,Grupo Farmaceutico Somar SA de CV,Procaps Group SA,"Advent International Corp (Fund: Advent Latin American Private Equity Fund VI LP),Unknown Seller",,Cash, ,Terminated,Health Care,2023-01-03
M&A,2022-07-18,Tron Minerals Resources MX,Green Panda Capital Corp,Cobre Minerals Inc,,Stock, ,Withdrawn,Materials,2023-01-18
